  1.4100000e+002  2.9630650e+001  2.5306966e+001
  1.4100000e+002  2.9468618e+001  2.4378561e+001
  1.4100000e+002  2.9277503e+001  2.3455703e+001
  1.4100000e+002  2.9057495e+001  2.2539303e+001
  1.4100000e+002  2.8808811e+001  2.1630267e+001
  1.4100000e+002  2.8531695e+001  2.0729490e+001
  1.4100000e+002  2.8226423e+001  1.9837862e+001
  1.4100000e+002  2.7893295e+001  1.8956263e+001
  1.4100000e+002  2.7532639e+001  1.8085563e+001
  1.4100000e+002  2.7144812e+001  1.7226621e+001
  1.4100000e+002  2.6730196e+001  1.6380285e+001
  1.4100000e+002  2.6289200e+001  1.5547390e+001
  1.4100000e+002  2.5822261e+001  1.4728758e+001
  1.4100000e+002  2.5329838e+001  1.3925196e+001
  1.4100000e+002  2.4812417e+001  1.3137499e+001
  1.4100000e+002  2.4270510e+001  1.2366442e+001
  1.4100000e+002  2.3704650e+001  1.1612788e+001
  1.4100000e+002  2.3115397e+001  1.0877280e+001
  1.4100000e+002  2.2503332e+001  1.0160644e+001
  1.4100000e+002  2.1869059e+001  9.4635870e+000
  1.4100000e+002  2.1213203e+001  8.7867970e+000
  1.4100000e+002  2.0536413e+001  8.1309410e+000
  1.4100000e+002  1.9839356e+001  7.4966680e+000
  1.4100000e+002  1.9122720e+001  6.8846030e+000
  1.4100000e+002  1.8387212e+001  6.2953500e+000
  1.4100000e+002  1.7633558e+001  5.7294900e+000
  1.4100000e+002  1.6862501e+001  5.1875830e+000
  1.4100000e+002  1.6074804e+001  4.6701620e+000
  1.4100000e+002  1.5271242e+001  4.1777390e+000
  1.4100000e+002  1.4452610e+001  3.7108000e+000
  1.4100000e+002  1.3619715e+001  3.2698040e+000
  1.4100000e+002  1.2773379e+001  2.8551880e+000
  1.4100000e+002  1.1914437e+001  2.4673610e+000
  1.4100000e+002  1.1043737e+001  2.1067050e+000
  1.4100000e+002  1.0162138e+001  1.7735770e+000
  1.4100000e+002  9.2705098e+000  1.4683050e+000
  1.4100000e+002  8.3697332e+000  1.1911890e+000
  1.4100000e+002  7.4606966e+000  9.4250500e-001
  1.4100000e+002  6.5442972e+000  7.2249700e-001
  1.4100000e+002  5.6214394e+000  5.3138200e-001
  1.4100000e+002  4.6930340e+000  3.6935000e-001
  1.4100000e+002  3.7599970e+000  2.3655900e-001
  1.4100000e+002  2.8232494e+000  1.3314100e-001
  1.4100000e+002  1.8837156e+000  5.9198000e-002
  1.4100000e+002  9.4232277e-001  1.4803000e-002
  1.4100000e+002  5.5109106e-015  0.0000000e+000
  1.3600000e+002  3.0000000e+001  3.0000000e+001
  1.3600000e+002  2.9985197e+001  2.9057677e+001
  1.3600000e+002  2.9940802e+001  2.8116284e+001
  1.3600000e+002  2.9866859e+001  2.7176751e+001
  1.3600000e+002  2.9763441e+001  2.6240003e+001
  1.3600000e+002  2.9630650e+001  2.5306966e+001
  1.3600000e+002  2.9468618e+001  2.4378561e+001
  1.3600000e+002  2.9277503e+001  2.3455703e+001
  1.3600000e+002  2.9057495e+001  2.2539303e+001
  1.3600000e+002  2.8808811e+001  2.1630267e+001
  1.3600000e+002  2.8531695e+001  2.0729490e+001
  1.3600000e+002  2.8226423e+001  1.9837862e+001
  1.3600000e+002  2.7893295e+001  1.8956263e+001
  1.3600000e+002  2.7532639e+001  1.8085563e+001
  1.3600000e+002  2.7144812e+001  1.7226621e+001
  1.3600000e+002  2.6730196e+001  1.6380285e+001
  1.3600000e+002  2.6289200e+001  1.5547390e+001
  1.3600000e+002  2.5822261e+001  1.4728758e+001
  1.3600000e+002  2.5329838e+001  1.3925196e+001
  1.3600000e+002  2.4812417e+001  1.3137499e+001
  1.3600000e+002  2.4270510e+001  1.2366442e+001
  1.3600000e+002  2.3704650e+001  1.1612788e+001
  1.3600000e+002  2.3115397e+001  1.0877280e+001
  1.3600000e+002  2.2503332e+001  1.0160644e+001
  1.3600000e+002  2.1869059e+001  9.4635870e+000
  1.3600000e+002  2.1213203e+001  8.7867970e+000
  1.3600000e+002  2.0536413e+001  8.1309410e+000
  1.3600000e+002  1.9839356e+001  7.4966680e+000
  1.3600000e+002  1.9122720e+001  6.8846030e+000
  1.3600000e+002  1.8387212e+001  6.2953500e+000
  1.3600000e+002  1.7633558e+001  5.7294900e+000
  1.3600000e+002  1.6862501e+001  5.1875830e+000
  1.3600000e+002  1.6074804e+001  4.6701620e+000
  1.3600000e+002  1.5271242e+001  4.1777390e+000
  1.3600000e+002  1.4452610e+001  3.7108000e+000
  1.3600000e+002  1.3619715e+001  3.2698040e+000
  1.3600000e+002  1.2773379e+001  2.8551880e+000
  1.3600000e+002  1.1914437e+001  2.4673610e+000
  1.3600000e+002  1.1043737e+001  2.1067050e+000
  1.3600000e+002  1.0162138e+001  1.7735770e+000
  1.3600000e+002  9.2705098e+000  1.4683050e+000
  1.3600000e+002  8.3697332e+000  1.1911890e+000
  1.3600000e+002  7.4606966e+000  9.4250500e-001
  1.3600000e+002  6.5442972e+000  7.2249700e-001
  1.3600000e+002  5.6214394e+000  5.3138200e-001
  1.3600000e+002  4.6930340e+000  3.6935000e-001
  1.3600000e+002  3.7599970e+000  2.3655900e-001
  1.3600000e+002  2.8232494e+000  1.3314100e-001
  1.3600000e+002  1.8837156e+000  5.9198000e-002
  1.3600000e+002  9.4232277e-001  1.4803000e-002
  1.3600000e+002  5.5109106e-015  0.0000000e+000
  1.3100000e+002  3.0000000e+001  3.0000000e+001
  1.3100000e+002  2.9985197e+001  2.9057677e+001
  1.3100000e+002  2.9940802e+001  2.8116284e+001
  1.3100000e+002  2.9866859e+001  2.7176751e+001
  1.3100000e+002  2.9763441e+001  2.6240003e+001
  1.3100000e+002  2.9630650e+001  2.5306966e+001
  1.3100000e+002  2.9468618e+001  2.4378561e+001
  1.3100000e+002  2.9277503e+001  2.3455703e+001
  1.3100000e+002  2.9057495e+001  2.2539303e+001
  1.3100000e+002  2.8808811e+001  2.1630267e+001
  1.3100000e+002  2.8531695e+001  2.0729490e+001
  1.3100000e+002  2.8226423e+001  1.9837862e+001
  1.3100000e+002  2.7893295e+001  1.8956263e+001
  1.3100000e+002  2.7532639e+001  1.8085563e+001
  1.3100000e+002  2.7144812e+001  1.7226621e+001
  1.3100000e+002  2.6730196e+001  1.6380285e+001
  1.3100000e+002  2.6289200e+001  1.5547390e+001
  1.3100000e+002  2.5822261e+001  1.4728758e+001
  1.3100000e+002  2.5329838e+001  1.3925196e+001
  1.3100000e+002  2.4812417e+001  1.3137499e+001
  1.3100000e+002  2.4270510e+001  1.2366442e+001
  1.3100000e+002  2.3704650e+001  1.1612788e+001
  1.3100000e+002  2.3115397e+001  1.0877280e+001
  1.3100000e+002  2.2503332e+001  1.0160644e+001
  1.3100000e+002  2.1869059e+001  9.4635870e+000
  1.3100000e+002  2.1213203e+001  8.7867970e+000
  1.3100000e+002  2.0536413e+001  8.1309410e+000
  1.3100000e+002  1.9839356e+001  7.4966680e+000
  1.3100000e+002  1.9122720e+001  6.8846030e+000
  1.3100000e+002  1.8387212e+001  6.2953500e+000
  1.3100000e+002  1.7633558e+001  5.7294900e+000
  1.3100000e+002  1.6862501e+001  5.1875830e+000
  1.3100000e+002  1.6074804e+001  4.6701620e+000
  1.3100000e+002  1.5271242e+001  4.1777390e+000
  1.3100000e+002  1.4452610e+001  3.7108000e+000
  1.3100000e+002  1.3619715e+001  3.2698040e+000
  1.3100000e+002  1.2773379e+001  2.8551880e+000
  1.3100000e+002  1.1914437e+001  2.4673610e+000
  1.3100000e+002  1.1043737e+001  2.1067050e+000
  1.3100000e+002  1.0162138e+001  1.7735770e+000
  1.3100000e+002  9.2705098e+000  1.4683050e+000
  1.3100000e+002  8.3697332e+000  1.1911890e+000
  1.3100000e+002  7.4606966e+000  9.4250500e-001
  1.3100000e+002  6.5442972e+000  7.2249700e-001
  1.3100000e+002  5.6214394e+000  5.3138200e-001
  1.3100000e+002  4.6930340e+000  3.6935000e-001
  1.3100000e+002  3.7599970e+000  2.3655900e-001
  1.3100000e+002  2.8232494e+000  1.3314100e-001
  1.3100000e+002  1.8837156e+000  5.9198000e-002
  1.3100000e+002  9.4232277e-001  1.4803000e-002
  1.3100000e+002  5.5109106e-015  0.0000000e+000
  1.2600000e+002  3.0000000e+001  3.0000000e+001
  1.2600000e+002  2.9985197e+001  2.9057677e+001
  1.2600000e+002  2.9940802e+001  2.8116284e+001
  1.2600000e+002  2.9866859e+001  2.7176751e+001
  1.2600000e+002  2.9763441e+001  2.6240003e+001
  1.2600000e+002  2.9630650e+001  2.5306966e+001
  1.2600000e+002  2.9468618e+001  2.4378561e+001
  1.2600000e+002  2.9277503e+001  2.3455703e+001
  1.2600000e+002  2.9057495e+001  2.2539303e+001
  1.2600000e+002  2.8808811e+001  2.1630267e+001
  1.2600000e+002  2.8531695e+001  2.0729490e+001
  1.2600000e+002  2.8226423e+001  1.9837862e+001
  1.2600000e+002  2.7893295e+001  1.8956263e+001
  1.2600000e+002  2.7532639e+001  1.8085563e+001
  1.2600000e+002  2.7144812e+001  1.7226621e+001
  1.2600000e+002  2.6730196e+001  1.6380285e+001
  1.2600000e+002  2.6289200e+001  1.5547390e+001
  1.2600000e+002  2.5822261e+001  1.4728758e+001
  1.2600000e+002  2.5329838e+001  1.3925196e+001
  1.2600000e+002  2.4812417e+001  1.3137499e+001
  1.2600000e+002  2.4270510e+001  1.2366442e+001
  1.2600000e+002  2.3704650e+001  1.1612788e+001
  1.2600000e+002  2.3115397e+001  1.0877280e+001
  1.2600000e+002  2.2503332e+001  1.0160644e+001
  1.2600000e+002  2.1869059e+001  9.4635870e+000
  1.2600000e+002  2.1213203e+001  8.7867970e+000
  1.2600000e+002  2.0536413e+001  8.1309410e+000
  1.2600000e+002  1.9839356e+001  7.4966680e+000
  1.2600000e+002  1.9122720e+001  6.8846030e+000
  1.2600000e+002  1.8387212e+001  6.2953500e+000
  1.2600000e+002  1.7633558e+001  5.7294900e+000
  1.2600000e+002  1.6862501e+001  5.1875830e+000
  1.2600000e+002  1.6074804e+001  4.6701620e+000
  1.2600000e+002  1.5271242e+001  4.1777390e+000
  1.2600000e+002  1.4452610e+001  3.7108000e+000
  1.2600000e+002  1.3619715e+001  3.2698040e+000
  1.2600000e+002  1.2773379e+001  2.8551880e+000
  1.2600000e+002  1.1914437e+001  2.4673610e+000
  1.2600000e+002  1.1043737e+001  2.1067050e+000
  1.2600000e+002  1.0162138e+001  1.7735770e+000
  1.2600000e+002  9.2705098e+000  1.4683050e+000
  1.2600000e+002  8.3697332e+000  1.1911890e+000
  1.2600000e+002  7.4606966e+000  9.4250500e-001
  1.2600000e+002  6.5442972e+000  7.2249700e-001
  1.2600000e+002  5.6214394e+000  5.3138200e-001
  1.2600000e+002  4.6930340e+000  3.6935000e-001
  1.2600000e+002  3.7599970e+000  2.3655900e-001
  1.2600000e+002  2.8232494e+000  1.3314100e-001
  1.2600000e+002  1.8837156e+000  5.9198000e-002
  1.2600000e+002  9.4232277e-001  1.4803000e-002
  1.2600000e+002  5.5109106e-015  0.0000000e+000
  1.2100000e+002  3.0000000e+001  3.0000000e+001
  1.2100000e+002  2.9985197e+001  2.9057677e+001
  1.2100000e+002  2.9940802e+001  2.8116284e+001
  1.2100000e+002  2.9866859e+001  2.7176751e+001
  1.2100000e+002  2.9763441e+001  2.6240003e+001
  1.2100000e+002  2.9630650e+001  2.5306966e+001
  1.2100000e+002  2.9468618e+001  2.4378561e+001
  1.2100000e+002  2.9277503e+001  2.3455703e+001
  1.2100000e+002  2.9057495e+001  2.2539303e+001
  1.2100000e+002  2.8808811e+001  2.1630267e+001
  1.2100000e+002  2.8531695e+001  2.0729490e+001
  1.2100000e+002  2.8226423e+001  1.9837862e+001
  1.2100000e+002  2.7893295e+001  1.8956263e+001
  1.2100000e+002  2.7532639e+001  1.8085563e+001
  1.2100000e+002  2.7144812e+001  1.7226621e+001
  1.2100000e+002  2.6730196e+001  1.6380285e+001
  1.2100000e+002  2.6289200e+001  1.5547390e+001
  1.2100000e+002  2.5822261e+001  1.4728758e+001
  1.2100000e+002  2.5329838e+001  1.3925196e+001
  1.2100000e+002  2.4812417e+001  1.3137499e+001
  1.2100000e+002  2.4270510e+001  1.2366442e+001
  1.2100000e+002  2.3704650e+001  1.1612788e+001
  1.2100000e+002  2.3115397e+001  1.0877280e+001
  1.2100000e+002  2.2503332e+001  1.0160644e+001
  1.2100000e+002  2.1869059e+001  9.4635870e+000
  1.2100000e+002  2.1213203e+001  8.7867970e+000
  1.2100000e+002  2.0536413e+001  8.1309410e+000
  1.2100000e+002  1.9839356e+001  7.4966680e+000
  1.2100000e+002  1.9122720e+001  6.8846030e+000
  1.2100000e+002  1.8387212e+001  6.2953500e+000
  1.2100000e+002  1.7633558e+001  5.7294900e+000
  1.2100000e+002  1.6862501e+001  5.1875830e+000
  1.2100000e+002  1.6074804e+001  4.6701620e+000
  1.2100000e+002  1.5271242e+001  4.1777390e+000
  1.2100000e+002  1.4452610e+001  3.7108000e+000
  1.2100000e+002  1.3619715e+001  3.2698040e+000
  1.2100000e+002  1.2773379e+001  2.8551880e+000
  1.2100000e+002  1.1914437e+001  2.4673610e+000
  1.2100000e+002  1.1043737e+001  2.1067050e+000
  1.2100000e+002  1.0162138e+001  1.7735770e+000
  1.2100000e+002  9.2705098e+000  1.4683050e+000
  1.2100000e+002  8.3697332e+000  1.1911890e+000
  1.2100000e+002  7.4606966e+000  9.4250500e-001
  1.2100000e+002  6.5442972e+000  7.2249700e-001
  1.2100000e+002  5.6214394e+000  5.3138200e-001
  1.2100000e+002  4.6930340e+000  3.6935000e-001
  1.2100000e+002  3.7599970e+000  2.3655900e-001
  1.2100000e+002  2.8232494e+000  1.3314100e-001
  1.2100000e+002  1.8837156e+000  5.9198000e-002
  1.2100000e+002  9.4232277e-001  1.4803000e-002
  1.2100000e+002  5.5109106e-015  0.0000000e+000
  1.1600000e+002  3.0000000e+001  3.0000000e+001
  1.1600000e+002  2.9985197e+001  2.9057677e+001
  1.1600000e+002  2.9940802e+001  2.8116284e+001
  1.1600000e+002  2.9866859e+001  2.7176751e+001
  1.1600000e+002  2.9763441e+001  2.6240003e+001
  1.1600000e+002  2.9630650e+001  2.5306966e+001
  1.1600000e+002  2.9468618e+001  2.4378561e+001
  1.1600000e+002  2.9277503e+001  2.3455703e+001
  1.1600000e+002  2.9057495e+001  2.2539303e+001
  1.1600000e+002  2.8808811e+001  2.1630267e+001
  1.1600000e+002  2.8531695e+001  2.0729490e+001
  1.1600000e+002  2.8226423e+001  1.9837862e+001
  1.1600000e+002  2.7893295e+001  1.8956263e+001
  1.1600000e+002  2.7532639e+001  1.8085563e+001
  1.1600000e+002  2.7144812e+001  1.7226621e+001
  1.1600000e+002  2.6730196e+001  1.6380285e+001
  1.1600000e+002  2.6289200e+001  1.5547390e+001
  1.1600000e+002  2.5822261e+001  1.4728758e+001
  1.1600000e+002  2.5329838e+001  1.3925196e+001
  1.1600000e+002  2.4812417e+001  1.3137499e+001
  1.1600000e+002  2.4270510e+001  1.2366442e+001
  1.1600000e+002  2.3704650e+001  1.1612788e+001
  1.1600000e+002  2.3115397e+001  1.0877280e+001
  1.1600000e+002  2.2503332e+001  1.0160644e+001
  1.1600000e+002  2.1869059e+001  9.4635870e+000
  1.1600000e+002  2.1213203e+001  8.7867970e+000
  1.1600000e+002  2.0536413e+001  8.1309410e+000
  1.1600000e+002  1.9839356e+001  7.4966680e+000
  1.1600000e+002  1.9122720e+001  6.8846030e+000
  1.1600000e+002  1.8387212e+001  6.2953500e+000
  1.1600000e+002  1.7633558e+001  5.7294900e+000
  1.1600000e+002  1.6862501e+001  5.1875830e+000
  1.1600000e+002  1.6074804e+001  4.6701620e+000
  1.1600000e+002  1.5271242e+001  4.1777390e+000
  1.1600000e+002  1.4452610e+001  3.7108000e+000
  1.1600000e+002  1.3619715e+001  3.2698040e+000
  1.1600000e+002  1.2773379e+001  2.8551880e+000
  1.1600000e+002  1.1914437e+001  2.4673610e+000
  1.1600000e+002  1.1043737e+001  2.1067050e+000
  1.1600000e+002  1.0162138e+001  1.7735770e+000
  1.1600000e+002  9.2705098e+000  1.4683050e+000
  1.1600000e+002  8.3697332e+000  1.1911890e+000
  1.1600000e+002  7.4606966e+000  9.4250500e-001
  1.1600000e+002  6.5442972e+000  7.2249700e-001
  1.1600000e+002  5.6214394e+000  5.3138200e-001
  1.1600000e+002  4.6930340e+000  3.6935000e-001
  1.1600000e+002  3.7599970e+000  2.3655900e-001
  1.1600000e+002  2.8232494e+000  1.3314100e-001
  1.1600000e+002  1.8837156e+000  5.9198000e-002
  1.1600000e+002  9.4232277e-001  1.4803000e-002
  1.1600000e+002  5.5109106e-015  0.0000000e+000
  1.1100000e+002  3.0000000e+001  3.0000000e+001
  1.1100000e+002  2.9985197e+001  2.9057677e+001
  1.1100000e+002  2.9940802e+001  2.8116284e+001
  1.1100000e+002  2.9866859e+001  2.7176751e+001
  1.1100000e+002  2.9763441e+001  2.6240003e+001
  1.1100000e+002  2.9630650e+001  2.5306966e+001
  1.1100000e+002  2.9468618e+001  2.4378561e+001
  1.1100000e+002  2.9277503e+001  2.3455703e+001
  1.1100000e+002  2.9057495e+001  2.2539303e+001
  1.1100000e+002  2.8808811e+001  2.1630267e+001
  1.1100000e+002  2.8531695e+001  2.0729490e+001
  1.1100000e+002  2.8226423e+001  1.9837862e+001
  1.1100000e+002  2.7893295e+001  1.8956263e+001
  1.1100000e+002  2.7532639e+001  1.8085563e+001
  1.1100000e+002  2.7144812e+001  1.7226621e+001
  1.1100000e+002  2.6730196e+001  1.6380285e+001
  1.1100000e+002  2.6289200e+001  1.5547390e+001
  1.1100000e+002  2.5822261e+001  1.4728758e+001
  1.1100000e+002  2.5329838e+001  1.3925196e+001
  1.1100000e+002  2.4812417e+001  1.3137499e+001
  1.1100000e+002  2.4270510e+001  1.2366442e+001
  1.1100000e+002  2.3704650e+001  1.1612788e+001
  1.1100000e+002  2.3115397e+001  1.0877280e+001
  1.1100000e+002  2.2503332e+001  1.0160644e+001
  1.1100000e+002  2.1869059e+001  9.4635870e+000
  1.1100000e+002  2.1213203e+001  8.7867970e+000
  1.1100000e+002  2.0536413e+001  8.1309410e+000
  1.1100000e+002  1.9839356e+001  7.4966680e+000
  1.1100000e+002  1.9122720e+001  6.8846030e+000
  1.1100000e+002  1.8387212e+001  6.2953500e+000
  1.1100000e+002  1.7633558e+001  5.7294900e+000
  1.1100000e+002  1.6862501e+001  5.1875830e+000
  1.1100000e+002  1.6074804e+001  4.6701620e+000
  1.1100000e+002  1.5271242e+001  4.1777390e+000
  1.1100000e+002  1.4452610e+001  3.7108000e+000
  1.1100000e+002  1.3619715e+001  3.2698040e+000
  1.1100000e+002  1.2773379e+001  2.8551880e+000
  1.1100000e+002  1.1914437e+001  2.4673610e+000
  1.1100000e+002  1.1043737e+001  2.1067050e+000
  1.1100000e+002  1.0162138e+001  1.7735770e+000
  1.1100000e+002  9.2705098e+000  1.4683050e+000
  1.1100000e+002  8.3697332e+000  1.1911890e+000
  1.1100000e+002  7.4606966e+000  9.4250500e-001
  1.1100000e+002  6.5442972e+000  7.2249700e-001
  1.1100000e+002  5.6214394e+000  5.3138200e-001
  1.1100000e+002  4.6930340e+000  3.6935000e-001
  1.1100000e+002  3.7599970e+000  2.3655900e-001
  1.1100000e+002  2.8232494e+000  1.3314100e-001
  1.1100000e+002  1.8837156e+000  5.9198000e-002
  1.1100000e+002  9.4232277e-001  1.4803000e-002
  1.1100000e+002  5.5109106e-015  0.0000000e+000
  1.0600000e+002  3.0000000e+001  3.0000000e+001
  1.0600000e+002  2.9985197e+001  2.9057677e+001
  1.0600000e+002  2.9940802e+001  2.8116284e+001
  1.0600000e+002  2.9866859e+001  2.7176751e+001
  1.0600000e+002  2.9763441e+001  2.6240003e+001
  1.0600000e+002  2.9630650e+001  2.5306966e+001
  1.0600000e+002  2.9468618e+001  2.4378561e+001
  1.0600000e+002  2.9277503e+001  2.3455703e+001
  1.0600000e+002  2.9057495e+001  2.2539303e+001
  1.0600000e+002  2.8808811e+001  2.1630267e+001
  1.0600000e+002  2.8531695e+001  2.0729490e+001
  1.0600000e+002  2.8226423e+001  1.9837862e+001
  1.0600000e+002  2.7893295e+001  1.8956263e+001
  1.0600000e+002  2.7532639e+001  1.8085563e+001
  1.0600000e+002  2.7144812e+001  1.7226621e+001
  1.0600000e+002  2.6730196e+001  1.6380285e+001
  1.0600000e+002  2.6289200e+001  1.5547390e+001
  1.0600000e+002  2.5822261e+001  1.4728758e+001
  1.0600000e+002  2.5329838e+001  1.3925196e+001
  1.0600000e+002  2.4812417e+001  1.3137499e+001
  1.0600000e+002  2.4270510e+001  1.2366442e+001
  1.0600000e+002  2.3704650e+001  1.1612788e+001
  1.0600000e+002  2.3115397e+001  1.0877280e+001
  1.0600000e+002  2.2503332e+001  1.0160644e+001
  1.0600000e+002  2.1869059e+001  9.4635870e+000
  1.0600000e+002  2.1213203e+001  8.7867970e+000
  1.0600000e+002  2.0536413e+001  8.1309410e+000
  1.0600000e+002  1.9839356e+001  7.4966680e+000
  1.0600000e+002  1.9122720e+001  6.8846030e+000
  1.0600000e+002  1.8387212e+001  6.2953500e+000
  1.0600000e+002  1.7633558e+001  5.7294900e+000
  1.0600000e+002  1.6862501e+001  5.1875830e+000
  1.0600000e+002  1.6074804e+001  4.6701620e+000
  1.0600000e+002  1.5271242e+001  4.1777390e+000
  1.0600000e+002  1.4452610e+001  3.7108000e+000
  1.0600000e+002  1.3619715e+001  3.2698040e+000
  1.0600000e+002  1.2773379e+001  2.8551880e+000
  1.0600000e+002  1.1914437e+001  2.4673610e+000
  1.0600000e+002  1.1043737e+001  2.1067050e+000
  1.0600000e+002  1.0162138e+001  1.7735770e+000
  1.0600000e+002  9.2705098e+000  1.4683050e+000
  1.0600000e+002  8.3697332e+000  1.1911890e+000
  1.0600000e+002  7.4606966e+000  9.4250500e-001
  1.0600000e+002  6.5442972e+000  7.2249700e-001
  1.0600000e+002  5.6214394e+000  5.3138200e-001
  1.0600000e+002  4.6930340e+000  3.6935000e-001
  1.0600000e+002  3.7599970e+000  2.3655900e-001
  1.0600000e+002  2.8232494e+000  1.3314100e-001
  1.0600000e+002  1.8837156e+000  5.9198000e-002
  1.0600000e+002  9.4232277e-001  1.4803000e-002
  1.0600000e+002  5.5109106e-015  0.0000000e+000
  1.0100000e+002  3.0000000e+001  3.0000000e+001
  1.0100000e+002  2.9985197e+001  2.9057677e+001
  1.0100000e+002  2.9940802e+001  2.8116284e+001
  1.0100000e+002  2.9866859e+001  2.7176751e+001
  1.0100000e+002  2.9763441e+001  2.6240003e+001
  1.0100000e+002  2.9630650e+001  2.5306966e+001
  1.0100000e+002  2.9468618e+001  2.4378561e+001
  1.0100000e+002  2.9277503e+001  2.3455703e+001
  1.0100000e+002  2.9057495e+001  2.2539303e+001
  1.0100000e+002  2.8808811e+001  2.1630267e+001
  1.0100000e+002  2.8531695e+001  2.0729490e+001
  1.0100000e+002  2.8226423e+001  1.9837862e+001
  1.0100000e+002  2.7893295e+001  1.8956263e+001
  1.0100000e+002  2.7532639e+001  1.8085563e+001
  1.0100000e+002  2.7144812e+001  1.7226621e+001
  1.0100000e+002  2.6730196e+001  1.6380285e+001
  1.0100000e+002  2.6289200e+001  1.5547390e+001
  1.0100000e+002  2.5822261e+001  1.4728758e+001
  1.0100000e+002  2.5329838e+001  1.3925196e+001
  1.0100000e+002  2.4812417e+001  1.3137499e+001
  1.0100000e+002  2.4270510e+001  1.2366442e+001
  1.0100000e+002  2.3704650e+001  1.1612788e+001
  1.0100000e+002  2.3115397e+001  1.0877280e+001
  1.0100000e+002  2.2503332e+001  1.0160644e+001
  1.0100000e+002  2.1869059e+001  9.4635870e+000
  1.0100000e+002  2.1213203e+001  8.7867970e+000
  1.0100000e+002  2.0536413e+001  8.1309410e+000
  1.0100000e+002  1.9839356e+001  7.4966680e+000
  1.0100000e+002  1.9122720e+001  6.8846030e+000
  1.0100000e+002  1.8387212e+001  6.2953500e+000
  1.0100000e+002  1.7633558e+001  5.7294900e+000
  1.0100000e+002  1.6862501e+001  5.1875830e+000
  1.0100000e+002  1.6074804e+001  4.6701620e+000
  1.0100000e+002  1.5271242e+001  4.1777390e+000
  1.0100000e+002  1.4452610e+001  3.7108000e+000
  1.0100000e+002  1.3619715e+001  3.2698040e+000
  1.0100000e+002  1.2773379e+001  2.8551880e+000
  1.0100000e+002  1.1914437e+001  2.4673610e+000
  1.0100000e+002  1.1043737e+001  2.1067050e+000
  1.0100000e+002  1.0162138e+001  1.7735770e+000
  1.0100000e+002  9.2705098e+000  1.4683050e+000
